mean_solar_penetration,cate
2.0679079999999996,-0.9321701944568033
2.0679079999999996,-0.8871999220787538
2.0679079999999996,-1.0605290418321218
2.0679079999999996,-0.86485172898354
2.0679079999999996,-0.9758267351602489
2.0679079999999996,-0.6776093866553587
2.0679079999999996,-0.9973484297616801
2.0679079999999996,-0.8931799479513224
2.0679079999999996,-1.0617549758939637
2.0679079999999996,-1.192145731272954
2.0679079999999996,-0.7041837903640799
2.0679079999999996,-1.011849893832074
2.0679079999999996,-0.9214804129704184
2.0679079999999996,-0.877703205776352
2.0679079999999996,-0.8705447969326829
2.0679079999999996,-1.0286692124993433
2.0679079999999996,-0.750533916001906
2.0679079999999996,-0.9376520252698405
2.0679079999999996,-0.8001882413150648
2.0679079999999996,-1.0684439036521651
2.0679079999999996,-0.7225948612938393
2.0679079999999996,-0.9300559708591257
2.0679079999999996,-1.0080880808731352
2.0679079999999996,-0.7814244256908992
2.0679079999999996,-1.1040895846752774
2.0679079999999996,-0.9625843260736404
2.0679079999999996,-1.0133232767763256
2.0679079999999996,-1.0724258544254084
2.0679079999999996,-1.0101602825082467
2.0679079999999996,-1.1997101854405712
2.0679079999999996,-0.7576570407928321
2.0679079999999996,-0.8729427270982034
2.0679079999999996,-0.919859242484366
2.0679079999999996,-0.9398551729227514
2.0679079999999996,-0.6920130064901777
2.0679079999999996,-1.0508374634744058
2.0679079999999996,-0.9411444313370191
2.0679079999999996,-0.9989022111439942
2.0679079999999996,-0.7937382591586346
2.0679079999999996,-1.0208913096489673
2.0679079999999996,-0.7917005428332381
2.0679079999999996,-0.7936089894537426
2.0679079999999996,-1.0158051493005127
2.0679079999999996,-1.0454682113569347
2.0679079999999996,-0.9828986595278842
2.0679079999999996,-1.0206270814764749
2.0679079999999996,-0.7624187768976376
2.0679079999999996,-1.0222619908542245
2.0679079999999996,-1.154487273364189
2.0679079999999996,-1.2302537461134198
2.0679079999999996,-1.2302443879459575
2.0679079999999996,-0.8437770097308931
2.0679079999999996,-1.0872105747059304
2.0679079999999996,-0.8600854555960187
2.0679079999999996,-0.9303879752806676
2.0679079999999996,-0.7731508735182757
2.0679079999999996,-0.9855310025240176
2.0679079999999996,-0.8681897489521928
2.0679079999999996,-0.9826913932758209
2.0679079999999996,-1.0508650661340082
2.0679079999999996,-0.9633672916536619
2.0679079999999996,-0.8777076661702109
2.0679079999999996,-0.9064964950670121
2.0679079999999996,-1.139746548150255
2.0679079999999996,-0.9542280236534196
2.0679079999999996,-1.0299988789912897
2.0679079999999996,-1.0687719545387657
2.0679079999999996,-1.046406634270162
2.0679079999999996,-0.8972626601436806
2.0679079999999996,-0.8187005704080047
2.0679079999999996,-0.9875485494354529
2.0679079999999996,-0.7025497065444084
2.0679079999999996,-0.8393932987875081
2.0679079999999996,-0.9176361062949306
2.0679079999999996,-1.0612323498842646
2.0679079999999996,-0.8049482284021992
2.0679079999999996,-0.8722293193234277
2.0679079999999996,-0.9865918883971664
2.0679079999999996,-0.9264795617283307
2.0679079999999996,-0.9830024900841802
2.0679079999999996,-0.8769301847638699
2.0679079999999996,-0.8254292608626354
2.0679079999999996,-0.917486995248773
2.0679079999999996,-0.7623683977104261
2.0679079999999996,-0.8206259015221125
2.0679079999999996,-0.8720803734768823
2.0679079999999996,-1.0118584157513608
2.0679079999999996,-1.072292976178605
2.0679079999999996,-1.018746421424486
2.0679079999999996,-0.9331020924986504
2.0679079999999996,-0.9670225686691644
2.0679079999999996,-0.8968559267675046
2.0679079999999996,-0.6763480846172402
2.0679079999999996,-0.8949014176467718
2.0679079999999996,-0.9639085944258898
2.0679079999999996,-0.7900487912615101
2.0679079999999996,-0.7070191764396995
2.0679079999999996,-0.7563563296747625
2.0679079999999996,-0.9229841418522383
2.0679079999999996,-1.0200974576558448
2.785192,-0.8513305178339162
2.785192,-0.8465669687223254
2.785192,-0.9046052734485126
2.785192,-0.9039444632328519
2.785192,-0.902004418523164
2.785192,-0.974902910289589
2.785192,-0.8333403310932477
2.785192,-0.7223893056334617
2.785192,-0.9284256132425628
2.785192,-0.9497561089410868
2.785192,-0.8787507671550243
2.785192,-0.8544120039083593
2.785192,-1.0544696091664847
2.785192,-0.9763585868921748
2.785192,-1.054784165846569
2.785192,-0.8605015977824508
2.785192,-0.7883123348700073
2.785192,-0.936770693338358
2.785192,-1.08631257219408
2.785192,-1.0180041867275413
2.785192,-0.9494094488546344
2.785192,-0.9753196411575259
2.785192,-0.9518752571109357
2.785192,-1.0001771668985109
2.785192,-0.8633026985249626
2.785192,-1.0901051333349747
2.785192,-0.946351751333082
2.785192,-0.9354803835234851
2.785192,-1.087850039769142
2.785192,-1.0451417523761053
2.785192,-0.9672021810396411
2.785192,-1.0034709126376629
2.785192,-0.8414228148110268
2.785192,-1.0350247377670132
2.785192,-0.9501738850721579
2.785192,-0.9949349140438591
2.785192,-0.8672169107750931
2.785192,-0.9978103338838514
2.785192,-0.9399187805816202
2.785192,-0.8096378622071196
2.785192,-1.1420466905274518
2.785192,-0.7385099398423859
2.785192,-0.8407899289792037
2.785192,-0.882861841723933
2.785192,-0.9014949892198473
2.785192,-0.8220495648922517
2.785192,-1.1316640823991033
2.785192,-0.9473761118918665
2.785192,-0.9629512579456855
2.785192,-0.8934612587079059
2.785192,-0.9007497013749172
2.785192,-0.9719161532091019
2.785192,-0.9978026337108813
2.785192,-1.1538772976698397
2.785192,-1.0680137614334395
2.785192,-0.8798832630332184
2.785192,-0.9627000132167781
2.785192,-0.904554362829476
2.785192,-1.1626406252492938
2.785192,-0.9301033286032119
2.785192,-0.725212916641145
2.785192,-0.9202473358461286
