Date,solar_forecast,wind_off_forecast,wind_on_forecast,total_load,solar_capacity,wind_off_capacity,wind_on_capacity,electricity_price,daylight_hours,co2_price,gas_price,wind_forecast,wind_capacity,solar_penetration,wind_penetration,solar_binary,Hour,Day,Month,Year
2022-01-01 00:00:00,0.0,23711.96,102410.79,169240.83,67479,8149,58014,50.05,8.04,74.57,72.752,126122.75,66163,0.0,74.52,0,0,1,1,2022
2022-01-01 01:00:00,0.0,23338.32,98510.9,161676.38,67479,8149,58014,41.33,8.04,74.57,72.752,121849.22,66163,0.0,75.37,0,1,1,1,2022
2022-01-01 02:00:00,0.0,22318.58,93902.99,156383.46,67479,8149,58014,43.22,8.04,74.57,72.752,116221.57,66163,0.0,74.32,0,2,1,1,2022
2022-01-01 03:00:00,0.0,21115.75,89315.26,152266.2,67479,8149,58014,45.46,8.04,74.57,72.752,110431.01,66163,0.0,72.52,0,3,1,1,2022
2022-01-01 04:00:00,0.0,19871.89,85151.19,152754.26,67479,8149,58014,37.67,8.04,74.57,72.752,105023.08,66163,0.0,68.75,0,4,1,1,2022
2022-01-01 05:00:00,0.0,18597.12,80768.17,149367.64,67479,8149,58014,39.7,8.04,74.57,72.752,99365.29,66163,0.0,66.52,0,5,1,1,2022
2022-01-01 06:00:00,0.0,17665.12,77238.6,143663.86,67479,8149,58014,40.59,8.04,74.57,72.752,94903.72,66163,0.0,66.06,0,6,1,1,2022
2022-01-01 07:00:00,0.0,16675.48,72671.12,148907.76,67479,8149,58014,43.26,8.04,74.57,72.752,89346.6,66163,0.0,60.0,0,7,1,1,2022
2022-01-01 08:00:00,1342.6,15526.02,67844.42,159194.01,67479,8149,58014,49.66,8.04,74.57,72.752,83370.44,66163,0.84,52.37,1,8,1,1,2022
2022-01-01 09:00:00,8127.05,14846.09,61869.05,170726.78,67479,8149,58014,70.05,8.04,74.57,72.752,76715.14,66163,4.76,44.93,1,9,1,1,2022
2022-01-01 10:00:00,17034.81,15508.06,55094.49,180556.89,67479,8149,58014,76.79,8.04,74.57,72.752,70602.55,66163,9.43,39.1,1,10,1,1,2022
2022-01-01 11:00:00,24339.89,16568.78,48456.82,192071.69,67479,8149,58014,84.1,8.04,74.57,72.752,65025.6,66163,12.67,33.85,1,11,1,1,2022
2022-01-01 12:00:00,27640.55,17563.98,42444.89,195864.57,67479,8149,58014,94.74,8.04,74.57,72.752,60008.87,66163,14.11,30.64,1,12,1,1,2022
2022-01-01 13:00:00,25418.3,19072.54,36393.56,190720.64,67479,8149,58014,96.8,8.04,74.57,72.752,55466.1,66163,13.33,29.08,1,13,1,1,2022
2022-01-01 14:00:00,18221.14,20539.71,31908.84,185666.78,67479,8149,58014,97.17,8.04,74.57,72.752,52448.55,66163,9.81,28.25,1,14,1,1,2022
2022-01-01 15:00:00,7719.35,21167.06,30595.37,185230.78,67479,8149,58014,101.0,8.04,74.57,72.752,51762.43,66163,4.17,27.94,1,15,1,1,2022
2022-01-01 16:00:00,723.46,21908.58,33153.29,192620.8,67479,8149,58014,126.6,8.04,74.57,72.752,55061.87,66163,0.38,28.59,1,16,1,1,2022
2022-01-01 17:00:00,0.0,22539.39,38623.03,205201.41,67479,8149,58014,149.97,8.04,74.57,72.752,61162.42,66163,0.0,29.81,0,17,1,1,2022
2022-01-01 18:00:00,0.0,22814.94,44700.54,209089.02,67479,8149,58014,146.33,8.04,74.57,72.752,67515.48,66163,0.0,32.29,0,18,1,1,2022
2022-01-01 19:00:00,0.0,22923.58,50313.93,203917.33,67479,8149,58014,140.28,8.04,74.57,72.752,73237.51,66163,0.0,35.92,0,19,1,1,2022
2022-01-01 20:00:00,0.0,23426.29,55206.99,195187.21,67479,8149,58014,121.88,8.04,74.57,72.752,78633.28,66163,0.0,40.29,0,20,1,1,2022
2022-01-01 21:00:00,0.0,24000.79,59844.0,190089.27,67479,8149,58014,102.61,8.04,74.57,72.752,83844.79,66163,0.0,44.11,0,21,1,1,2022
2022-01-01 22:00:00,0.0,24586.34,63292.6,188036.3,67479,8149,58014,97.46,8.04,74.57,72.752,87878.94,66163,0.0,46.74,0,22,1,1,2022
2022-01-01 23:00:00,0.0,24727.88,67255.16,178385.73,67479,8149,58014,85.16,8.04,74.57,72.752,91983.04,66163,0.0,51.56,0,23,1,1,2022
2022-01-02 00:00:00,0.0,25556.88,69748.32,182363.09,67479,8149,58014,57.08,8.06,74.57,71.712,95305.2,66163,0.0,52.26,0,0,2,1,2022
2022-01-02 01:00:00,0.0,24563.84,70846.72,177980.99,67479,8149,58014,52.59,8.06,74.57,71.712,95410.56,66163,0.0,53.61,0,1,2,1,2022
2022-01-02 02:00:00,0.0,24234.39,71532.79,176496.95,67479,8149,58014,48.97,8.06,74.57,71.712,95767.18,66163,0.0,54.26,0,2,2,1,2022
2022-01-02 03:00:00,0.0,23727.61,72219.77,175890.61,67479,8149,58014,34.94,8.06,74.57,71.712,95947.38,66163,0.0,54.55,0,3,2,1,2022
2022-01-02 04:00:00,0.0,23036.0,72462.11,178352.31,67479,8149,58014,29.56,8.06,74.57,71.712,95498.11,66163,0.0,53.54,0,4,2,1,2022
2022-01-02 05:00:00,0.0,22335.16,72440.38,177670.26,67479,8149,58014,33.97,8.06,74.57,71.712,94775.54,66163,0.0,53.34,0,5,2,1,2022
2022-01-02 06:00:00,0.0,21581.13,74429.08,176253.15,67479,8149,58014,34.52,8.06,74.57,71.712,96010.21,66163,0.0,54.47,0,6,2,1,2022
2022-01-02 07:00:00,0.0,20985.14,76590.98,179390.19,67479,8149,58014,41.8,8.06,74.57,71.712,97576.12,66163,0.0,54.39,0,7,2,1,2022
2022-01-02 08:00:00,1134.91,20621.94,79966.89,189772.29,67479,8149,58014,48.95,8.06,74.57,71.712,100588.83,66163,0.6,53.01,1,8,2,1,2022
2022-01-02 09:00:00,6756.0,20253.91,84536.33,203906.57,67479,8149,58014,60.01,8.06,74.57,71.712,104790.24,66163,3.31,51.39,1,9,2,1,2022
2022-01-02 10:00:00,13643.03,20578.85,89249.67,213170.41,67479,8149,58014,70.09,8.06,74.57,71.712,109828.52,66163,6.4,51.52,1,10,2,1,2022
2022-01-02 11:00:00,18569.21,21332.62,94580.87,221873.12,67479,8149,58014,66.26,8.06,74.57,71.712,115913.49,66163,8.37,52.24,1,11,2,1,2022
2022-01-02 12:00:00,19703.68,21971.54,102476.86,222393.64,67479,8149,58014,64.54,8.06,74.57,71.712,124448.4,66163,8.86,55.96,1,12,2,1,2022
2022-01-02 13:00:00,17168.55,22378.28,111617.93,218786.93,67479,8149,58014,46.96,8.06,74.57,71.712,133996.21,66163,7.85,61.25,1,13,2,1,2022
2022-01-02 14:00:00,12261.61,22628.36,120561.61,214778.51,67479,8149,58014,40.01,8.06,74.57,71.712,143189.97,66163,5.71,66.67,1,14,2,1,2022
2022-01-02 15:00:00,5167.11,22956.28,128850.5,212295.15,67479,8149,58014,29.11,8.06,74.57,71.712,151806.78,66163,2.43,71.51,1,15,2,1,2022
2022-01-02 16:00:00,551.93,23331.82,134130.49,217434.37,67479,8149,58014,32.76,8.06,74.57,71.712,157462.31,66163,0.25,72.42,1,16,2,1,2022
2022-01-02 17:00:00,0.0,24060.82,137046.23,229047.08,67479,8149,58014,42.97,8.06,74.57,71.712,161107.05,66163,0.0,70.34,0,17,2,1,2022
2022-01-02 18:00:00,0.0,24583.46,138196.57,233372.26,67479,8149,58014,60.96,8.06,74.57,71.712,162780.03,66163,0.0,69.75,0,18,2,1,2022
2022-01-02 19:00:00,0.0,24983.7,137881.39,231399.64,67479,8149,58014,60.94,8.06,74.57,71.712,162865.09,66163,0.0,70.38,0,19,2,1,2022
2022-01-02 20:00:00,0.0,25293.21,135717.68,224015.01,67479,8149,58014,54.12,8.06,74.57,71.712,161010.89,66163,0.0,71.88,0,20,2,1,2022
2022-01-02 21:00:00,0.0,25237.0,133486.9,217088.16,67479,8149,58014,46.16,8.06,74.57,71.712,158723.9,66163,0.0,73.11,0,21,2,1,2022
2022-01-02 22:00:00,0.0,25229.89,128265.55,215190.06,67479,8149,58014,46.29,8.06,74.57,71.712,153495.44,66163,0.0,71.33,0,22,2,1,2022
2022-01-02 23:00:00,0.0,25408.53,126285.91,204422.28,67479,8149,58014,32.93,8.06,74.57,71.712,151694.44,66163,0.0,74.21,0,23,2,1,2022
2022-01-03 00:00:00,0.0,25492.08,120889.68,196314.51,67479,8149,58014,0.31,8.08,74.57,73.275,146381.76,66163,0.0,74.56,0,0,3,1,2022
2022-01-03 01:00:00,0.0,25443.26,121105.1,189500.41,67479,8149,58014,-0.01,8.08,74.57,73.275,146548.36,66163,0.0,77.33,0,1,3,1,2022
2022-01-03 02:00:00,0.0,25705.31,124477.88,187081.39,67479,8149,58014,-0.07,8.08,74.57,73.275,150183.19,66163,0.0,80.28,0,2,3,1,2022
2022-01-03 03:00:00,0.0,25712.76,127696.35,188631.82,67479,8149,58014,-1.05,8.08,74.57,73.275,153409.11,66163,0.0,81.33,0,3,3,1,2022
2022-01-03 04:00:00,0.0,25576.31,130101.63,194499.68,67479,8149,58014,-1.0,8.08,74.57,73.275,155677.94,66163,0.0,80.04,0,4,3,1,2022
2022-01-03 05:00:00,0.0,24987.22,133146.52,205964.46,67479,8149,58014,0.32,8.08,74.57,73.275,158133.74,66163,0.0,76.78,0,5,3,1,2022
2022-01-03 06:00:00,0.0,24631.17,137826.81,227874.57,67479,8149,58014,37.55,8.08,74.57,73.275,162457.98,66163,0.0,71.29,0,6,3,1,2022
2022-01-03 07:00:00,0.0,24758.09,138746.72,246905.49,67479,8149,58014,88.76,8.08,74.57,73.275,163504.81,66163,0.0,66.22,0,7,3,1,2022
2022-01-03 08:00:00,929.63,24727.39,138662.23,257136.33,67479,8149,58014,122.93,8.08,74.57,73.275,163389.62,66163,0.36,63.54,1,8,3,1,2022
2022-01-03 09:00:00,6151.07,24774.29,138266.33,262072.09,67479,8149,58014,110.17,8.08,74.57,73.275,163040.62,66163,2.35,62.21,1,9,3,1,2022
2022-01-03 10:00:00,13535.45,24795.48,138737.04,263381.49,67479,8149,58014,93.38,8.08,74.57,73.275,163532.52,66163,5.14,62.09,1,10,3,1,2022
2022-01-03 11:00:00,19822.13,24799.44,140135.89,269277.2,67479,8149,58014,90.73,8.08,74.57,73.275,164935.33,66163,7.36,61.25,1,11,3,1,2022
2022-01-03 12:00:00,22067.77,24792.79,141136.76,270615.67,67479,8149,58014,82.37,8.08,74.57,73.275,165929.55,66163,8.15,61.32,1,12,3,1,2022
2022-01-03 13:00:00,20009.02,24776.5,140071.19,267281.28,67479,8149,58014,80.9,8.08,74.57,73.275,164847.69,66163,7.49,61.68,1,13,3,1,2022
2022-01-03 14:00:00,13705.72,24806.99,136733.65,262250.88,67479,8149,58014,80.99,8.08,74.57,73.275,161540.64,66163,5.23,61.6,1,14,3,1,2022
2022-01-03 15:00:00,5306.59,25051.45,131771.93,259019.04,67479,8149,58014,98.05,8.08,74.57,73.275,156823.38,66163,2.05,60.55,1,15,3,1,2022
2022-01-03 16:00:00,477.13,25043.82,128099.66,262673.58,67479,8149,58014,123.51,8.08,74.57,73.275,153143.48,66163,0.18,58.3,1,16,3,1,2022
2022-01-03 17:00:00,0.0,24941.38,126721.45,270555.9,67479,8149,58014,148.49,8.08,74.57,73.275,151662.83,66163,0.0,56.06,0,17,3,1,2022
2022-01-03 18:00:00,0.0,24786.75,125816.67,270221.83,67479,8149,58014,138.0,8.08,74.57,73.275,150603.42,66163,0.0,55.73,0,18,3,1,2022
2022-01-03 19:00:00,0.0,24242.56,123956.85,267207.86,67479,8149,58014,117.64,8.08,74.57,73.275,148199.41,66163,0.0,55.46,0,19,3,1,2022
2022-01-03 20:00:00,0.0,23675.74,120735.28,258119.09,67479,8149,58014,117.71,8.08,74.57,73.275,144411.02,66163,0.0,55.95,0,20,3,1,2022
2022-01-03 21:00:00,0.0,23013.77,116352.69,249158.93,67479,8149,58014,95.95,8.08,74.57,73.275,139366.46,66163,0.0,55.93,0,21,3,1,2022
2022-01-03 22:00:00,0.0,21995.0,108869.55,239533.34,67479,8149,58014,105.68,8.08,74.57,73.275,130864.55,66163,0.0,54.63,0,22,3,1,2022
2022-01-03 23:00:00,0.0,19888.01,102327.18,225036.28,67479,8149,58014,95.26,8.08,74.57,73.275,122215.19,66163,0.0,54.31,0,23,3,1,2022
2022-01-04 00:00:00,0.0,18227.58,89896.65,215109.3,67479,8149,58014,103.7,8.11,74.57,74.244,108124.23,66163,0.0,50.26,0,0,4,1,2022
2022-01-04 01:00:00,0.0,13959.71,83400.0,207069.12,67479,8149,58014,108.27,8.11,74.57,74.244,97359.71,66163,0.0,47.02,0,1,4,1,2022
2022-01-04 02:00:00,0.0,11665.88,76290.99,204246.09,67479,8149,58014,105.92,8.11,74.57,74.244,87956.87,66163,0.0,43.06,0,2,4,1,2022
2022-01-04 03:00:00,0.0,9114.98,68749.45,204914.14,67479,8149,58014,103.41,8.11,74.57,74.244,77864.43,66163,0.0,38.0,0,3,4,1,2022
2022-01-04 04:00:00,0.0,7398.34,61356.71,209539.77,67479,8149,58014,102.71,8.11,74.57,74.244,68755.05,66163,0.0,32.81,0,4,4,1,2022
2022-01-04 05:00:00,0.0,6668.81,54409.25,219764.7,67479,8149,58014,114.23,8.11,74.57,74.244,61078.06,66163,0.0,27.79,0,5,4,1,2022
2022-01-04 06:00:00,0.0,6561.73,49150.21,237956.88,67479,8149,58014,156.91,8.11,74.57,74.244,55711.94,66163,0.0,23.41,0,6,4,1,2022
2022-01-04 07:00:00,0.0,6604.18,44591.77,255120.58,67479,8149,58014,182.64,8.11,74.57,74.244,51195.95,66163,0.0,20.07,0,7,4,1,2022
2022-01-04 08:00:00,432.87,6706.13,40820.35,267387.66,67479,8149,58014,178.91,8.11,74.57,74.244,47526.48,66163,0.16,17.77,1,8,4,1,2022
2022-01-04 09:00:00,2408.79,7355.87,37953.1,272648.44,67479,8149,58014,190.0,8.11,74.57,74.244,45308.97,66163,0.88,16.62,1,9,4,1,2022
2022-01-04 10:00:00,5058.67,8694.84,36013.55,273693.2,67479,8149,58014,189.88,8.11,74.57,74.244,44708.39,66163,1.85,16.34,1,10,4,1,2022
2022-01-04 11:00:00,7612.5,10666.09,34972.95,278006.74,67479,8149,58014,182.42,8.11,74.57,74.244,45639.04,66163,2.74,16.42,1,11,4,1,2022
2022-01-04 12:00:00,9530.15,12956.3,35596.68,279340.31,67479,8149,58014,182.46,8.11,74.57,74.244,48552.98,66163,3.41,17.38,1,12,4,1,2022
2022-01-04 13:00:00,9310.85,15441.91,37398.46,275625.07,67479,8149,58014,179.59,8.11,74.57,74.244,52840.37,66163,3.38,19.17,1,13,4,1,2022
2022-01-04 14:00:00,6581.8,17810.69,39600.45,270643.8,67479,8149,58014,179.0,8.11,74.57,74.244,57411.14,66163,2.43,21.21,1,14,4,1,2022
2022-01-04 15:00:00,2671.85,19656.75,42603.44,266486.17,67479,8149,58014,180.93,8.11,74.57,74.244,62260.19,66163,1.0,23.36,1,15,4,1,2022
2022-01-04 16:00:00,316.98,20928.78,45599.72,269154.86,67479,8149,58014,166.69,8.11,74.57,74.244,66528.5,66163,0.12,24.72,1,16,4,1,2022
2022-01-04 17:00:00,0.0,21988.03,49582.81,277246.18,67479,8149,58014,189.88,8.11,74.57,74.244,71570.84,66163,0.0,25.81,0,17,4,1,2022
2022-01-04 18:00:00,0.0,22756.47,55131.66,277292.43,67479,8149,58014,184.94,8.11,74.57,74.244,77888.13,66163,0.0,28.09,0,18,4,1,2022
2022-01-04 19:00:00,0.0,23240.59,60755.59,272982.97,67479,8149,58014,178.99,8.11,74.57,74.244,83996.18,66163,0.0,30.77,0,19,4,1,2022
2022-01-04 20:00:00,0.0,23952.17,65681.83,263128.08,67479,8149,58014,156.12,8.11,74.57,74.244,89634.0,66163,0.0,34.06,0,20,4,1,2022
2022-01-04 21:00:00,0.0,24368.27,71245.49,254043.73,67479,8149,58014,140.92,8.11,74.57,74.244,95613.76,66163,0.0,37.64,0,21,4,1,2022
2022-01-04 22:00:00,0.0,24850.64,75263.37,244977.03,67479,8149,58014,137.92,8.11,74.57,74.244,100114.01,66163,0.0,40.87,0,22,4,1,2022
2022-01-04 23:00:00,0.0,24962.43,80105.92,230134.18,67479,8149,58014,97.56,8.11,74.57,74.244,105068.35,66163,0.0,45.66,0,23,4,1,2022
2022-01-05 00:00:00,0.0,26895.82,71465.7,217979.12,67479,8149,58014,105.31,8.13,74.57,91.695,98361.52,66163,0.0,45.12,0,0,5,1,2022
2022-01-05 01:00:00,0.0,25708.49,78589.74,212409.11,67479,8149,58014,97.29,8.13,74.57,91.695,104298.23,66163,0.0,49.1,0,1,5,1,2022
2022-01-05 02:00:00,0.0,25532.31,85913.98,211110.52,67479,8149,58014,84.5,8.13,74.57,91.695,111446.29,66163,0.0,52.79,0,2,5,1,2022
2022-01-05 03:00:00,0.0,25398.6,93241.16,212339.2,67479,8149,58014,75.38,8.13,74.57,91.695,118639.76,66163,0.0,55.87,0,3,5,1,2022
2022-01-05 04:00:00,0.0,25326.65,100808.07,214456.27,67479,8149,58014,79.11,8.13,74.57,91.695,126134.72,66163,0.0,58.82,0,4,5,1,2022
2022-01-05 05:00:00,0.0,25360.05,107883.06,222854.6,67479,8149,58014,94.79,8.13,74.57,91.695,133243.11,66163,0.0,59.79,0,5,5,1,2022
2022-01-05 06:00:00,0.0,24973.29,117612.77,239638.39,67479,8149,58014,99.16,8.13,74.57,91.695,142586.06,66163,0.0,59.5,0,6,5,1,2022
2022-01-05 07:00:00,0.0,24935.77,124299.74,262187.12,67479,8149,58014,101.15,8.13,74.57,91.695,149235.51,66163,0.0,56.92,0,7,5,1,2022
2022-01-05 08:00:00,1114.67,25186.89,129552.11,277944.96,67479,8149,58014,129.56,8.13,74.57,91.695,154739.0,66163,0.4,55.67,1,8,5,1,2022
2022-01-05 09:00:00,7353.57,25599.71,132861.63,283681.37,67479,8149,58014,113.37,8.13,74.57,91.695,158461.34,66163,2.59,55.86,1,9,5,1,2022
2022-01-05 10:00:00,15718.7,25843.08,134703.72,287943.41,67479,8149,58014,94.43,8.13,74.57,91.695,160546.8,66163,5.46,55.76,1,10,5,1,2022
2022-01-05 11:00:00,22207.18,26149.91,135813.18,293580.23,67479,8149,58014,98.1,8.13,74.57,91.695,161963.09,66163,7.56,55.17,1,11,5,1,2022
2022-01-05 12:00:00,23520.08,26208.19,136544.63,294232.84,67479,8149,58014,95.68,8.13,74.57,91.695,162752.82,66163,7.99,55.31,1,12,5,1,2022
2022-01-05 13:00:00,20134.25,26273.24,136425.8,290338.89,67479,8149,58014,96.8,8.13,74.57,91.695,162699.04,66163,6.93,56.04,1,13,5,1,2022
2022-01-05 14:00:00,13789.18,26260.37,134732.86,285397.2,67479,8149,58014,107.32,8.13,74.57,91.695,160993.23,66163,4.83,56.41,1,14,5,1,2022
2022-01-05 15:00:00,5656.54,26293.08,132148.77,280919.73,67479,8149,58014,119.48,8.13,74.57,91.695,158441.85,66163,2.01,56.4,1,15,5,1,2022
2022-01-05 16:00:00,593.79,26233.97,129054.26,281982.0,67479,8149,58014,137.28,8.13,74.57,91.695,155288.23,66163,0.21,55.07,1,16,5,1,2022
2022-01-05 17:00:00,0.0,26046.44,125381.61,288695.06,67479,8149,58014,148.09,8.13,74.57,91.695,151428.05,66163,0.0,52.45,0,17,5,1,2022
2022-01-05 18:00:00,0.0,25752.72,121110.89,286897.53,67479,8149,58014,139.88,8.13,74.57,91.695,146863.61,66163,0.0,51.19,0,18,5,1,2022
2022-01-05 19:00:00,0.0,25205.86,115731.17,279129.98,67479,8149,58014,135.75,8.13,74.57,91.695,140937.03,66163,0.0,50.49,0,19,5,1,2022
2022-01-05 20:00:00,0.0,24362.19,110100.62,264768.29,67479,8149,58014,119.93,8.13,74.57,91.695,134462.81,66163,0.0,50.79,0,20,5,1,2022
2022-01-05 21:00:00,0.0,23782.78,104658.26,254762.86,67479,8149,58014,98.09,8.13,74.57,91.695,128441.04,66163,0.0,50.42,0,21,5,1,2022
2022-01-05 22:00:00,0.0,22907.15,97819.94,247121.44,67479,8149,58014,118.71,8.13,74.57,91.695,120727.09,66163,0.0,48.85,0,22,5,1,2022
2022-01-05 23:00:00,0.0,22656.61,92340.84,232900.2,67479,8149,58014,99.68,8.13,74.57,91.695,114997.45,66163,0.0,49.38,0,23,5,1,2022
2022-01-06 00:00:00,0.0,20866.85,89539.88,211981.15,67479,8149,58014,99.85,8.16,74.57,93.231,110406.73,66163,0.0,52.08,0,0,6,1,2022
2022-01-06 01:00:00,0.0,21798.47,84090.51,204028.17,67479,8149,58014,101.32,8.16,74.57,93.231,105888.98,66163,0.0,51.9,0,1,6,1,2022
2022-01-06 02:00:00,0.0,22454.16,77302.11,200059.29,67479,8149,58014,110.01,8.16,74.57,93.231,99756.27,66163,0.0,49.86,0,2,6,1,2022
2022-01-06 03:00:00,0.0,22939.29,69918.39,200547.47,67479,8149,58014,111.55,8.16,74.57,93.231,92857.68,66163,0.0,46.3,0,3,6,1,2022
2022-01-06 04:00:00,0.0,22279.86,62997.49,203391.51,67479,8149,58014,123.37,8.16,74.57,93.231,85277.35,66163,0.0,41.93,0,4,6,1,2022
2022-01-06 05:00:00,0.0,19938.86,56709.72,210293.01,67479,8149,58014,149.94,8.16,74.57,93.231,76648.58,66163,0.0,36.45,0,5,6,1,2022
2022-01-06 06:00:00,0.0,16662.61,52372.32,227435.55,67479,8149,58014,185.92,8.16,74.57,93.231,69034.93,66163,0.0,30.35,0,6,6,1,2022
2022-01-06 07:00:00,0.0,13262.99,48376.06,244511.63,67479,8149,58014,228.25,8.16,74.57,93.231,61639.05,66163,0.0,25.21,0,7,6,1,2022
2022-01-06 08:00:00,1453.85,9937.72,44347.05,255569.66,67479,8149,58014,228.92,8.16,74.57,93.231,54284.77,66163,0.57,21.24,1,8,6,1,2022
2022-01-06 09:00:00,12771.71,7204.31,39722.39,260315.88,67479,8149,58014,212.9,8.16,74.57,93.231,46926.7,66163,4.91,18.03,1,9,6,1,2022
2022-01-06 10:00:00,28140.13,5195.11,33788.29,265579.52,67479,8149,58014,215.5,8.16,74.57,93.231,38983.4,66163,10.6,14.68,1,10,6,1,2022
2022-01-06 11:00:00,41107.78,3870.74,27393.84,272742.37,67479,8149,58014,231.9,8.16,74.57,93.231,31264.58,66163,15.07,11.46,1,11,6,1,2022
2022-01-06 12:00:00,46635.72,3273.43,22217.82,272607.23,67479,8149,58014,226.0,8.16,74.57,93.231,25491.25,66163,17.11,9.35,1,12,6,1,2022
2022-01-06 13:00:00,42243.9,3483.8,18525.17,266873.61,67479,8149,58014,209.2,8.16,74.57,93.231,22008.97,66163,15.83,8.25,1,13,6,1,2022
2022-01-06 14:00:00,29444.41,4389.39,16091.89,261897.39,67479,8149,58014,216.06,8.16,74.57,93.231,20481.28,66163,11.24,7.82,1,14,6,1,2022
2022-01-06 15:00:00,12444.6,5564.12,15947.31,260083.32,67479,8149,58014,230.77,8.16,74.57,93.231,21511.43,66163,4.78,8.27,1,15,6,1,2022
2022-01-06 16:00:00,1089.55,6983.94,18667.8,265013.71,67479,8149,58014,245.95,8.16,74.57,93.231,25651.74,66163,0.41,9.68,1,16,6,1,2022
2022-01-06 17:00:00,0.0,9871.84,23139.4,272590.36,67479,8149,58014,274.11,8.16,74.57,93.231,33011.24,66163,0.0,12.11,0,17,6,1,2022
2022-01-06 18:00:00,0.0,14125.57,28383.01,272095.44,67479,8149,58014,273.44,8.16,74.57,93.231,42508.58,66163,0.0,15.62,0,18,6,1,2022
2022-01-06 19:00:00,0.0,18341.73,34273.45,266448.61,67479,8149,58014,245.48,8.16,74.57,93.231,52615.18,66163,0.0,19.75,0,19,6,1,2022
2022-01-06 20:00:00,0.0,21606.5,39701.23,254421.51,67479,8149,58014,226.14,8.16,74.57,93.231,61307.73,66163,0.0,24.1,0,20,6,1,2022
2022-01-06 21:00:00,0.0,23326.29,44918.86,245545.43,67479,8149,58014,208.31,8.16,74.57,93.231,68245.15,66163,0.0,27.79,0,21,6,1,2022
2022-01-06 22:00:00,0.0,24207.88,50200.29,239862.0,67479,8149,58014,178.75,8.16,74.57,93.231,74408.17,66163,0.0,31.02,0,22,6,1,2022
2022-01-06 23:00:00,0.0,24672.35,56076.04,226926.18,67479,8149,58014,124.7,8.16,74.57,93.231,80748.39,66163,0.0,35.58,0,23,6,1,2022
2022-01-07 00:00:00,0.0,25373.52,66805.06,219318.52,67479,8149,58014,128.92,8.19,74.57,95.074,92178.58,66163,0.0,42.03,0,0,7,1,2022
2022-01-07 01:00:00,0.0,25149.5,71888.85,212983.22,67479,8149,58014,118.4,8.19,74.57,95.074,97038.35,66163,0.0,45.56,0,1,7,1,2022
2022-01-07 02:00:00,0.0,24847.11,76836.43,209523.96,67479,8149,58014,103.01,8.19,74.57,95.074,101683.54,66163,0.0,48.53,0,2,7,1,2022
2022-01-07 03:00:00,0.0,24605.78,81269.05,208102.68,67479,8149,58014,101.91,8.19,74.57,95.074,105874.83,66163,0.0,50.88,0,3,7,1,2022
2022-01-07 04:00:00,0.0,24826.29,85584.45,211852.75,67479,8149,58014,101.98,8.19,74.57,95.074,110410.74,66163,0.0,52.12,0,4,7,1,2022
2022-01-07 05:00:00,0.0,24885.77,90142.4,221647.14,67479,8149,58014,114.99,8.19,74.57,95.074,115028.17,66163,0.0,51.9,0,5,7,1,2022
2022-01-07 06:00:00,0.0,24609.35,96335.24,239380.06,67479,8149,58014,140.19,8.19,74.57,95.074,120944.59,66163,0.0,50.52,0,6,7,1,2022
2022-01-07 07:00:00,0.0,24577.39,100045.57,256397.94,67479,8149,58014,152.64,8.19,74.57,95.074,124622.96,66163,0.0,48.61,0,7,7,1,2022
2022-01-07 08:00:00,1034.41,24904.7,102442.77,268614.94,67479,8149,58014,160.97,8.19,74.57,95.074,127347.47,66163,0.39,47.41,1,8,7,1,2022
2022-01-07 09:00:00,6343.23,25041.56,103128.65,274899.17,67479,8149,58014,161.85,8.19,74.57,95.074,128170.21,66163,2.31,46.62,1,9,7,1,2022
2022-01-07 10:00:00,12798.2,25183.39,101865.6,279128.98,67479,8149,58014,161.37,8.19,74.57,95.074,127048.99,66163,4.59,45.52,1,10,7,1,2022
2022-01-07 11:00:00,16805.58,25283.02,98428.42,285584.68,67479,8149,58014,166.06,8.19,74.57,95.074,123711.44,66163,5.88,43.32,1,11,7,1,2022
2022-01-07 12:00:00,17010.1,25287.17,95585.21,285782.87,67479,8149,58014,166.54,8.19,74.57,95.074,120872.38,66163,5.95,42.3,1,12,7,1,2022
2022-01-07 13:00:00,13730.26,25150.84,92905.41,281218.0,67479,8149,58014,166.04,8.19,74.57,95.074,118056.25,66163,4.88,41.98,1,13,7,1,2022
2022-01-07 14:00:00,9007.56,24915.91,89364.27,276767.21,67479,8149,58014,169.43,8.19,74.57,95.074,114280.18,66163,3.25,41.29,1,14,7,1,2022
2022-01-07 15:00:00,3728.46,24401.11,85935.52,274214.68,67479,8149,58014,189.7,8.19,74.57,95.074,110336.63,66163,1.36,40.24,1,15,7,1,2022
2022-01-07 16:00:00,396.34,23323.33,84209.71,276666.27,67479,8149,58014,201.97,8.19,74.57,95.074,107533.04,66163,0.14,38.87,1,16,7,1,2022
2022-01-07 17:00:00,0.0,21746.15,84163.34,283525.29,67479,8149,58014,243.11,8.19,74.57,95.074,105909.49,66163,0.0,37.35,0,17,7,1,2022
2022-01-07 18:00:00,0.0,19642.84,84267.39,281760.56,67479,8149,58014,253.81,8.19,74.57,95.074,103910.23,66163,0.0,36.88,0,18,7,1,2022
2022-01-07 19:00:00,0.0,17396.95,83667.74,274496.81,67479,8149,58014,237.05,8.19,74.57,95.074,101064.69,66163,0.0,36.82,0,19,7,1,2022
