mean_wind_penetration,cate
5.490037999999999,-0.8333823664847301
5.490037999999999,-0.9178070904556832
5.490037999999999,-0.9904288856915905
5.490037999999999,-0.9855567365026006
5.490037999999999,-1.0623597501809496
5.490037999999999,-1.1127797639649857
5.490037999999999,-1.0477528316307543
5.490037999999999,-0.9524873379887646
5.490037999999999,-1.00573220288928
5.490037999999999,-0.8265002281697093
5.490037999999999,-1.1123601966409382
5.490037999999999,-0.9916999740477006
5.490037999999999,-0.9938987769346388
5.490037999999999,-1.0317893919388155
5.490037999999999,-1.1610116579730134
5.490037999999999,-0.9683138061253883
5.490037999999999,-0.9490774042906197
5.490037999999999,-0.8648599991019124
5.490037999999999,-0.9075326372066699
5.490037999999999,-1.01085414398977
5.490037999999999,-0.8894682192477039
5.490037999999999,-1.1167058856275753
5.490037999999999,-0.9958850585097937
5.490037999999999,-1.0970482620779773
5.490037999999999,-1.2302032791499633
5.490037999999999,-1.12545925154704
5.490037999999999,-1.0174758901637602
5.490037999999999,-0.9955369924177954
5.490037999999999,-0.8854552695296214
5.490037999999999,-0.9087890126500721
5.490037999999999,-0.8506318365676853
5.490037999999999,-1.0120855989598243
5.490037999999999,-0.9946576973657585
5.490037999999999,-0.8242115286297833
5.490037999999999,-0.857828231321144
5.490037999999999,-1.026703042727773
5.490037999999999,-0.9020111188200131
5.490037999999999,-1.0082122217454008
5.490037999999999,-1.0718013984987322
5.490037999999999,-1.0993952648115726
5.490037999999999,-0.9224419422294868
5.490037999999999,-0.9495183005732922
5.490037999999999,-0.9567036383023751
5.490037999999999,-1.1464335857385557
5.490037999999999,-0.9428369546670269
5.490037999999999,-0.8577077468823692
5.490037999999999,-1.010616506888593
5.490037999999999,-0.9526575702792743
5.490037999999999,-1.00219156653473
5.490037999999999,-1.1390906603819686
5.490037999999999,-0.8923858279344563
5.490037999999999,-1.0302141038167263
5.490037999999999,-0.9209583893350053
5.490037999999999,-0.9521307960497954
5.490037999999999,-0.9108248805418389
5.490037999999999,-1.0211536261696779
5.490037999999999,-0.9852705747557124
5.490037999999999,-0.8360418252716143
5.490037999999999,-0.9224891838207588
5.490037999999999,-0.9061057245842361
5.490037999999999,-1.0858692233395926
