mean_wind_penetration,cate
9.153181999999964,-0.8245628546615249
9.153181999999964,-0.8099280014609098
9.153181999999964,-0.8528110697319186
9.153181999999964,-0.8411768465260007
9.153181999999964,-0.874697510756048
9.153181999999964,-0.8932225113126336
9.153181999999964,-0.8315817329416684
9.153181999999964,-0.80389226066275
9.153181999999964,-0.8889948823729686
9.153181999999964,-0.8741551265095457
9.153181999999964,-0.8199191659293984
9.153181999999964,-0.8185395114791927
9.153181999999964,-0.78705322449775
9.153181999999964,-0.8666160250532613
9.153181999999964,-0.819650178200249
9.153181999999964,-0.8392419054824252
9.153181999999964,-0.8262924778547776
9.153181999999964,-0.8563828866851405
9.153181999999964,-0.8588617351791618
9.153181999999964,-0.8464504881467715
9.153181999999964,-0.8143422143372346
9.153181999999964,-0.8438634361362984
9.153181999999964,-0.7815515099477128
9.153181999999964,-0.8479608163214514
9.153181999999964,-0.8067800203133648
9.153181999999964,-0.8104604142717172
9.153181999999964,-0.8054509554374422
9.153181999999964,-0.8110249458619043
9.153181999999964,-0.862673968746741
9.153181999999964,-0.8945222812807765
9.153181999999964,-0.7874321763639315
9.153181999999964,-0.8276383588775378
9.153181999999964,-0.8666931289830113
9.153181999999964,-0.8031812500462094
9.153181999999964,-0.8301178044726683
9.153181999999964,-0.815231897714074
9.153181999999964,-0.8332483168426374
9.153181999999964,-0.838508354654653
9.153181999999964,-0.8586745295848458
9.153181999999964,-0.8008785279974684
9.153181999999964,-0.781115446298201
9.153181999999964,-0.8086031859724833
9.153181999999964,-0.8201067838300752
9.153181999999964,-0.8209592839482979
9.153181999999964,-0.8167655791197901
9.153181999999964,-0.8121937778227794
9.153181999999964,-0.825462290798199
9.153181999999964,-0.8246280299818392
9.153181999999964,-0.8633084863514067
9.153181999999964,-0.8237034803425374
9.153181999999964,-0.8323034625218692
9.153181999999964,-0.8178113700349131
9.153181999999964,-0.8185510414149333
9.153181999999964,-0.825947060606467
9.153181999999964,-0.8389105581234254
9.153181999999964,-0.8071654169963838
