mean_solar_penetration,cate
0.0,1297.5532869131634
0.0,675.3937714345637
0.0,1215.2024947736527
0.0,555.753583720775
0.0,1456.0928026072158
0.0,1009.9509178407781
0.0,952.8599229455263
0.0,643.7503531706378
0.0,1148.38999242565
0.0,983.1840378744761
0.0,1041.2939929738359
0.0,400.37440836794104
0.0,766.6039604292334
0.0,935.6445701159231
0.0,1160.357289741159
0.0,1017.8286862680336
0.0,1004.2302383970541
0.0,1069.1683509053667
0.0,1013.0317349590672
0.0,1547.3961745477081
0.0,-49.34192999750054
0.0,1628.0827778122582
0.0,452.8698027452131
0.0,965.336380996651
0.0,1091.771580700419
0.0,370.3840972250147
0.0,141.74882251441693
0.0,945.7955230628543
0.0,866.8186151515359
0.0,86.50519274338669
0.0,1136.991741547801
0.0,1488.9625165038638
0.0,947.6175168682385
0.0,583.7767108910034
0.0,139.5098809003464
0.0,582.5582991172475
0.0,1668.153042676313
0.0,1525.9970809163915
0.0,1328.5612276231711
0.0,947.3623181288094
0.0,992.1894859944224
0.0,504.1339993373389
0.0,760.7110627089077
0.0,1117.4193163674515
0.0,434.6064721603315
0.0,1122.6074364775225
0.0,957.6766974830664
0.0,1244.927255979652
0.0,745.9989928121897
0.0,963.6545822788069
0.0,2126.4781870016172
0.0,717.1629349223026
0.0,430.4266759918636
0.0,1055.4184742691596
0.0,913.5933490194232
0.0,846.3644515424895
0.0,75.01963363130086
0.0,1215.027149891328
0.0,1121.5306968477105
0.0,1037.713561228985
0.0,888.0417486278972
0.0,350.76818961275256
0.0,980.3526084142505
0.0,1069.0292318719003
0.0,874.2280439115319
0.0,558.6092238186601
0.0,1009.0929035455052
0.0,1385.0164544577192
0.0,643.4522419821376
0.0,-105.1194601175535
0.0,704.466444608077
0.0,1408.0691019223377
0.0,990.7824842339758
0.0,783.5202589589829
0.0,1381.2188280374626
0.0,1260.3139334502325
0.0,1346.7410198995265
0.0,354.1584532257929
0.0,846.4614958698633
0.0,1918.9930051937065
0.0,293.6680061115113
0.0,637.9367898641084
0.0,384.38090381191876
0.0,706.3929292993813
0.0,1274.189051485976
0.0,1671.909249959273
0.0,961.4757864906612
0.0,763.6570903589156
0.0,1234.465439551585
0.0,754.5040386278528
0.0,466.3605781447775
0.0,1521.9625652480752
0.0,927.6876567972512
0.0,1224.169965263984
0.0,1216.6663984809265
0.0,658.2354116528809
0.0,1166.4588307941065
0.0,673.571130124939
0.0,1714.9230794936188
0.0,57.237396844198685
0.0,783.1814273710789
0.0,1709.9156407764494
0.0,1254.4399187895742
0.0,624.1263490869378
0.0,257.0230907101055
0.0,675.4145523744064
0.0,829.7154045929502
0.0,789.3851071654403
0.0,2003.2466658191238
0.0,1118.4398325500056
0.0,1971.5328890822238
0.0,818.946439402359
0.0,776.4962606817523
0.0,744.6594870692223
0.0,942.9214977526366
0.0,2206.227540847142
0.0,1318.0792443427472
0.0,1764.9795720237057
0.0,952.6865645416212
0.0,576.8465459072941
0.0,1312.5114149906876
0.0,645.9310341312139
0.0,1150.573644431158
0.0,597.7653242540568
0.0,874.1182552254227
